NHA_NAME,sex,age,day,month,MEDHINC_CY,WLTHINDXCY,fel_misd
Dodge Flower,1,21,4,0,25336.0,27.0,2
Dodge Flower,1,21,4,0,25336.0,27.0,2
West University,1,24,5,0,25427.0,30.0,2
West University,1,24,5,0,25427.0,30.0,2
Dodge Flower,1,21,4,0,25336.0,27.0,2
Downtown,1,26,4,0,36471.0,26.0,2
Dodge Flower,1,21,4,0,25336.0,27.0,2
West University,1,24,5,0,25427.0,30.0,4
Cherry Avenue,1,37,5,0,40610.0,40.0,2
Cherry Avenue,1,19,4,0,40610.0,40.0,2
Cherry Avenue,1,19,4,0,40610.0,40.0,2
Cherry Avenue,1,37,5,0,40610.0,40.0,5
Cherry Avenue,1,19,4,0,40610.0,40.0,2
Starr Pass,0,29,5,0,72693.0,160.0,2
Cherry Avenue,1,19,4,0,40610.0,40.0,1
Garden District,0,19,4,0,33611.0,31.0,1
Garden District,0,19,4,0,33611.0,31.0,1
Garden District,0,19,4,0,33611.0,31.0,2
Garden District,1,21,5,0,33611.0,31.0,2
Garden District,0,19,4,0,33611.0,31.0,1
Midvale Park,1,28,4,0,42660.0,39.0,5
Corbett,1,31,5,0,36153.0,34.0,1
Corbett,1,31,5,0,36153.0,34.0,1
Corbett,1,31,5,0,36153.0,34.0,1
Corbett,1,31,5,0,36153.0,34.0,2
Corbett,1,31,5,0,36153.0,34.0,2
Corbett,1,31,5,0,36153.0,34.0,2
Pie Allen,1,49,5,0,27001.0,26.0,2
Pie Allen,1,41,5,0,27001.0,26.0,2
Garden District,1,21,5,0,33611.0,31.0,1
Garden District,1,21,5,0,33611.0,31.0,1
Garden District,1,21,5,0,33611.0,31.0,1
Garden District,1,21,5,0,33611.0,31.0,1
Garden District,1,21,5,0,33611.0,31.0,1
Pie Allen,1,49,5,0,27001.0,26.0,2
Balboa Heights,1,14,5,0,16547.0,16.0,2
Balboa Heights,0,16,5,0,16547.0,16.0,2
Starr Pass,0,29,5,0,72693.0,160.0,2
Barrio Santa Rosa,1,27,5,0,35802.0,33.0,1
Barrio Santa Rosa,1,27,5,0,35802.0,33.0,1
Barrio Santa Rosa,1,27,5,0,35802.0,33.0,1
Balboa Heights,0,16,5,0,16547.0,16.0,2
Broadway/Northeast,0,71,4,0,61502.0,98.0,5
Barrio Santa Rosa,1,27,5,0,35802.0,33.0,2
Barrio Santa Rosa,1,27,5,0,35802.0,33.0,2
Barrio Santa Rosa,1,27,5,0,35802.0,33.0,2
Barrio Santa Rosa,1,27,5,0,35802.0,33.0,2
Barrio Santa Rosa,1,27,5,0,35802.0,33.0,2
Barrio Santa Rosa,1,27,5,0,35802.0,33.0,2
Barrio Santa Rosa,1,27,5,0,35802.0,33.0,2
Barrio Santa Rosa,1,27,5,0,35802.0,33.0,2
Barrio Santa Rosa,1,27,5,0,35802.0,33.0,2
Barrio Santa Rosa,1,27,5,0,35802.0,33.0,2
Barrio Santa Rosa,1,27,5,0,35802.0,33.0,2
Barrio Santa Rosa,1,27,5,0,35802.0,33.0,2
Barrio Santa Rosa,1,27,5,0,35802.0,33.0,2
Barrio Santa Rosa,1,27,5,0,35802.0,33.0,5
Barrio Santa Rosa,1,27,5,0,35802.0,33.0,1
Barrio Santa Rosa,1,27,5,0,35802.0,33.0,2
Pie Allen,1,24,5,0,27001.0,26.0,2
Santa Rita Park - West Ochoa,0,40,5,0,35631.0,30.0,2
Broadway/Northeast,1,23,5,0,61502.0,98.0,2
Broadway/Northeast,1,23,5,0,61502.0,98.0,2
Barrio Blue Moon,1,69,5,0,13231.0,16.0,2
Barrio Blue Moon,1,69,5,0,13231.0,16.0,2
Millville,1,32,5,0,41932.0,46.0,2
Corbett,0,53,5,0,36153.0,34.0,2
Millville,1,32,5,0,41932.0,46.0,2
Miramonte,1,39,4,0,29962.0,36.0,1
Miramonte,1,39,4,0,29962.0,36.0,1
Miramonte,1,39,4,0,29962.0,36.0,1
Miramonte,1,39,4,0,29962.0,36.0,1
Miramonte,1,39,4,0,29962.0,36.0,1
Miramonte,1,39,4,0,29962.0,36.0,1
Miramonte,1,39,4,0,29962.0,36.0,1
Miramonte,1,39,4,0,29962.0,36.0,1
Miramonte,1,27,4,0,29962.0,36.0,1
Miramonte,1,27,4,0,29962.0,36.0,1
Miramonte,1,27,4,0,29962.0,36.0,1
Miramonte,1,27,4,0,29962.0,36.0,1
Miramonte,1,27,4,0,29962.0,36.0,1
Miramonte,1,27,4,0,29962.0,36.0,1
Miramonte,1,22,4,0,29962.0,36.0,1
Miramonte,1,22,4,0,29962.0,36.0,1
Miramonte,1,22,4,0,29962.0,36.0,1
Miramonte,1,22,4,0,29962.0,36.0,1
Miramonte,1,22,4,0,29962.0,36.0,1
Miramonte,0,22,4,0,29962.0,36.0,2
Midvale Park,1,28,5,0,42660.0,39.0,2
Midvale Park,1,28,5,0,42660.0,39.0,2
Midvale Park,1,28,5,0,42660.0,39.0,2
Miramonte,0,22,4,0,29962.0,36.0,1
Millville,1,32,5,0,41932.0,46.0,2
Amphi,1,28,5,0,20213.0,20.0,1
Amphi,1,28,5,0,20213.0,20.0,1
Amphi,1,28,5,0,20213.0,20.0,1
Amphi,1,28,5,0,20213.0,20.0,5
West University,1,29,5,0,25427.0,30.0,2
Sunnyside,1,53,5,0,33040.0,32.0,2
Duffy,1,29,5,0,30128.0,57.0,2
Duffy,1,29,5,0,30128.0,57.0,2
Duffy,1,29,5,0,30128.0,57.0,2
Amphi,1,21,5,0,20213.0,20.0,1
Amphi,1,21,5,0,20213.0,20.0,1
Amphi,1,21,5,0,20213.0,20.0,1
Duffy,1,29,5,0,30128.0,57.0,2
Sunnyside,1,39,2,0,33040.0,32.0,2
Broadway Pantano East,1,32,2,0,39611.0,42.0,2
Broadway Pantano East,1,32,2,0,39611.0,42.0,2
North University,1,23,2,0,20807.0,26.0,2
Broadway Pantano East,1,32,2,0,39611.0,42.0,2
North University,1,23,2,0,20807.0,26.0,4
Downtown,1,41,2,0,36471.0,26.0,2
Downtown,1,41,2,0,36471.0,26.0,2
Downtown,1,41,2,0,36471.0,26.0,2
Downtown,1,41,2,0,36471.0,26.0,2
Flowing Wells,1,31,1,0,30668.0,35.0,2
Flowing Wells,1,31,1,0,30668.0,35.0,4
Flowing Wells,1,31,1,0,30668.0,35.0,2
Midvale Park,0,22,2,0,42660.0,39.0,4
Midvale Park,0,22,2,0,42660.0,39.0,2
Midvale Park,0,22,2,0,42660.0,39.0,4
Midvale Park,1,34,2,0,42660.0,39.0,5
Houghton South,1,20,2,0,83642.0,91.0,2
Midvale Park,1,34,2,0,42660.0,39.0,2
Midvale Park,0,62,2,0,42660.0,39.0,5
Las Vistas,1,12,2,0,32250.0,29.0,1
Las Vistas,1,12,2,0,32250.0,29.0,1
Downtown,0,35,2,0,36471.0,26.0,1
Downtown,0,35,2,0,36471.0,26.0,1
Downtown,0,35,2,0,36471.0,26.0,1
Downtown,1,34,2,0,36471.0,26.0,1
Elvira,1,35,2,0,50687.0,49.0,2
Downtown,1,34,2,0,36471.0,26.0,1
Downtown,1,34,2,0,36471.0,26.0,1
Terra Del Sol,1,35,2,0,49048.0,58.0,1
Terra Del Sol,1,35,2,0,49048.0,58.0,1
Terra Del Sol,1,35,2,0,49048.0,58.0,1
West University,1,63,2,0,25427.0,30.0,2
West University,1,63,2,0,25427.0,30.0,2
Santa Cruz Southwest,0,40,2,0,36534.0,43.0,4
Santa Cruz Southwest,0,40,2,0,36534.0,43.0,2
Santa Cruz Southwest,0,40,2,0,36534.0,43.0,4
Amphi,0,32,2,0,20213.0,20.0,2
Amphi,0,32,2,0,20213.0,20.0,2
Amphi,0,32,2,0,20213.0,20.0,2
Amphi,0,32,2,0,20213.0,20.0,2
Santa Cruz Southwest,0,52,2,0,36534.0,43.0,4
Elvira,1,35,2,0,50687.0,49.0,1
Santa Cruz Southwest,0,52,2,0,36534.0,43.0,2
Elvira,1,35,2,0,50687.0,49.0,1
Doolen-Fruitvale,1,18,3,0,35976.0,32.0,2
Doolen-Fruitvale,1,18,3,0,35976.0,32.0,2
Elvira,1,35,2,0,50687.0,49.0,1
South Park,1,35,2,0,30966.0,28.0,2
Sugar Hill,1,20,2,0,35709.0,33.0,4
Armory Park,1,34,2,0,36870.0,48.0,4
Sugar Hill,1,20,2,0,35709.0,33.0,2
Barrio Santa Rosa,1,22,2,0,35802.0,33.0,1
Barrio Santa Rosa,1,22,2,0,35802.0,33.0,1
Armory Park,1,34,2,0,36870.0,48.0,2
Barrio Santa Rosa,1,22,2,0,35802.0,33.0,1
Barrio Santa Rosa,1,22,2,0,35802.0,33.0,1
Barrio Santa Rosa,1,22,2,0,35802.0,33.0,1
Barrio Santa Rosa,1,22,2,0,35802.0,33.0,1
Broadway Pantano East,1,  ,2,0,39611.0,42.0,2
Dodge Flower,1,32,2,0,25336.0,27.0,2
Dodge Flower,1,32,2,0,25336.0,27.0,2
Broadway Pantano East,1,  ,2,0,39611.0,42.0,2
Armory Park,1,43,2,0,36870.0,48.0,2
Armory Park,1,43,2,0,36870.0,48.0,1
Armory Park,1,43,2,0,36870.0,48.0,1
Copper Vista,0,21,6,0,25829.0,25.0,2
Copper Vista,0,21,6,0,25829.0,25.0,2
Dodge Flower,0,24,2,0,25336.0,27.0,2
Dodge Flower,0,24,2,0,25336.0,27.0,2
Armory Park,1,43,2,0,36870.0,48.0,1
Broadway/Northeast,0,44,4,0,61502.0,98.0,5
Amphi,1,50,2,0,20213.0,20.0,2
Amphi,1,50,2,0,20213.0,20.0,2
Amphi,1,50,2,0,20213.0,20.0,2
Sunnyside,0,48,2,0,33040.0,32.0,2
Santa Rita Park - West Ochoa,1,37,2,0,35631.0,30.0,2
Santa Rita Park - West Ochoa,1,37,2,0,35631.0,30.0,1
Santa Rita Park - West Ochoa,1,37,2,0,35631.0,30.0,2
Santa Rita Park - West Ochoa,1,37,2,0,35631.0,30.0,4
Pueblo Gardens,0,50,6,0,31535.0,28.0,2
Pueblo Gardens,0,50,6,0,31535.0,28.0,2
Julia Keen,1,12,6,0,40916.0,44.0,2
Julia Keen,1,12,6,0,40916.0,44.0,2
Julia Keen,1,12,6,0,40916.0,44.0,2
Julia Keen,1,12,6,0,40916.0,44.0,5
Rosemont West,1,31,0,0,51040.0,50.0,2
Sam Hughes,1,24,0,0,55776.0,92.0,2
Sam Hughes,1,24,0,0,55776.0,92.0,2
Sam Hughes,1,24,0,0,55776.0,92.0,4
Sam Hughes,1,24,0,0,55776.0,92.0,4
Sam Hughes,1,24,0,0,55776.0,92.0,4
Vista Del Monte,1,62,0,0,43715.0,45.0,2
Vista Del Monte,1,62,0,0,43715.0,45.0,2
Midvale Park,0,41,0,0,42660.0,39.0,2
West University,1,43,6,0,25427.0,30.0,2
Vista Del Monte,1,62,0,0,43715.0,45.0,2
West University,1,43,6,0,25427.0,30.0,2
Vista Del Monte,1,62,0,0,43715.0,45.0,2
Keeling,1,53,0,0,22395.0,20.0,2
Keeling,1,53,0,0,22395.0,20.0,2
Broadway Pantano East,0,20,0,0,39611.0,42.0,2
Keeling,1,53,0,0,22395.0,20.0,1
Vista Del Monte,1,62,0,0,43715.0,45.0,1
Vista Del Monte,1,62,0,0,43715.0,45.0,1
Vista Del Monte,1,62,0,0,43715.0,45.0,1
Elvira,1,20,0,0,50687.0,49.0,2
Vista Del Monte,1,62,0,0,43715.0,45.0,2
Groves Lincoln Park,1,24,0,0,51979.0,60.0,1
Groves Lincoln Park,1,24,0,0,51979.0,60.0,1
Vista Del Monte,1,62,0,0,43715.0,45.0,1
Fairgrounds,1,28,0,0,22203.0,21.0,2
Fairgrounds,1,28,0,0,22203.0,21.0,2
Fairgrounds,1,28,0,0,22203.0,21.0,2
Fairgrounds,1,28,0,0,22203.0,21.0,2
Fairgrounds,1,28,0,0,22203.0,21.0,0
Fairgrounds,1,28,0,0,22203.0,21.0,2
Barrio Hollywood,1,22,0,0,32736.0,30.0,2
North Dodge,1,  ,2,0,20567.0,21.0,2
North Dodge,1,  ,2,0,20567.0,21.0,4
North Dodge,1,  ,2,0,20567.0,21.0,2
North University,1,23,2,0,20807.0,26.0,2
Coronado Heights,1,56,0,0,15586.0,15.0,4
North University,1,23,2,0,20807.0,26.0,3
Rose,1,56,6,0,33367.0,33.0,1
Rose,1,56,6,0,33367.0,33.0,1
Rose,1,56,6,0,33367.0,33.0,2
Rose,1,56,6,0,33367.0,33.0,2
Campbell-Grant,1,24,0,0,43473.0,46.0,2
Campbell-Grant,1,24,0,0,43473.0,46.0,2
Campbell-Grant,1,24,0,0,43473.0,46.0,2
Garden District,0,19,0,0,33611.0,31.0,4
Corbett,1,24,0,0,36153.0,34.0,2
Corbett,1,24,0,0,36153.0,34.0,2
Sunnyside,1,22,0,0,33040.0,32.0,1
Sunnyside,1,36,0,0,33040.0,32.0,2
Sunnyside,1,36,0,0,33040.0,32.0,5
Sunnyside,1,36,0,0,33040.0,32.0,2
Sunnyside,1,36,0,0,33040.0,32.0,2
Dietz,1,15,0,0,44226.0,49.0,2
Dietz,1,15,0,0,44226.0,49.0,2
El Gheko,1,63,0,0,58044.0,94.0,2
Midvale Park,1,21,0,0,42660.0,39.0,2
Roberts,1,30,0,0,25171.0,25.0,2
Roberts,0,26,0,0,25171.0,25.0,2
Hedrick Acres,0,23,0,0,27684.0,24.0,2
Hedrick Acres,0,23,0,0,27684.0,24.0,2
Hedrick Acres,0,23,0,0,27684.0,24.0,5
Hedrick Acres,0,23,0,0,27684.0,24.0,2
Santa Cruz Southwest,0,28,0,0,36534.0,43.0,2
Hedrick Acres,0,23,0,0,27684.0,24.0,2
Hedrick Acres,0,23,0,0,27684.0,24.0,2
Hedrick Acres,0,23,0,0,27684.0,24.0,2
Hedrick Acres,1,27,0,0,27684.0,24.0,2
Santa Cruz Southwest,0,28,0,0,36534.0,43.0,2
Santa Cruz Southwest,0,28,0,0,36534.0,43.0,2
Santa Cruz Southwest,0,28,0,0,36534.0,43.0,2
Pie Allen,0,24,0,0,27001.0,26.0,2
Pie Allen,0,24,0,0,27001.0,26.0,2
Santa Cruz Southwest,0,28,0,0,36534.0,43.0,2
Pie Allen,1,30,0,0,27001.0,26.0,2
Pie Allen,1,30,0,0,27001.0,26.0,2
Pie Allen,1,21,0,0,27001.0,26.0,2
Groves Lincoln Park,1,29,6,0,51979.0,60.0,2
Groves Lincoln Park,1,29,6,0,51979.0,60.0,2
Groves Lincoln Park,1,23,0,0,51979.0,60.0,2
Groves Lincoln Park,1,23,0,0,51979.0,60.0,2
Groves Lincoln Park,1,23,0,0,51979.0,60.0,2
Groves Lincoln Park,1,23,0,0,51979.0,60.0,2
Corbett,1,32,0,0,36153.0,34.0,2
Poets Square,1,25,4,0,67038.0,75.0,2
Poets Square,1,25,4,0,67038.0,75.0,2
Poets Square,1,25,4,0,67038.0,75.0,2
Coronado Heights,0,52,2,0,15586.0,15.0,2
Coronado Heights,0,52,2,0,15586.0,15.0,4
Naylor,1,14,4,0,28934.0,25.0,2
Amphi,1,28,4,0,20213.0,20.0,1
Amphi,1,28,4,0,20213.0,20.0,1
Amphi,1,28,4,0,20213.0,20.0,1
Amphi,1,28,4,0,20213.0,20.0,1
Amphi,1,28,4,0,20213.0,20.0,1
Amphi,1,28,4,0,20213.0,20.0,1
Pie Allen,1,21,0,0,27001.0,26.0,2
Downtown,0,49,5,0,36471.0,26.0,1
Downtown,0,55,5,0,36471.0,26.0,1
Amphi,1,45,3,0,20213.0,20.0,4
Amphi,1,45,3,0,20213.0,20.0,4
Amphi,1,45,3,0,20213.0,20.0,4
Amphi,1,45,3,0,20213.0,20.0,2
Amphi,1,45,3,0,20213.0,20.0,4
Swan Way Park,1,26,4,0,40577.0,44.0,2
Cherry Avenue,1,20,4,0,40610.0,40.0,2
Cherry Avenue,1,20,4,0,40610.0,40.0,2
Corbett,0,15,4,0,36153.0,34.0,1
Corbett,0,15,4,0,36153.0,34.0,1
Sunnyside,1,16,4,0,33040.0,32.0,2
Corbett,1,35,4,0,36153.0,34.0,2
Corbett,1,35,4,0,36153.0,34.0,2
Flowing Wells,0,35,4,0,30668.0,35.0,2
Swan Way Park,1,26,4,0,40577.0,44.0,2
Limberlost,1,  ,4,0,33304.0,31.0,2
Limberlost,1,53,4,0,33304.0,31.0,4
Limberlost,1,53,4,0,33304.0,31.0,4
Limberlost,1,53,4,0,33304.0,31.0,2
Drexel Park,0,28,4,0,25130.0,26.0,1
Drexel Park,0,28,4,0,25130.0,26.0,1
Drexel Park,0,28,4,0,25130.0,26.0,1
Drexel Park,0,28,4,0,25130.0,26.0,1
Feldman`s,1,34,4,0,19261.0,20.0,1
Broadway Pantano East,0,31,4,0,39611.0,42.0,1
Broadway Pantano East,0,31,4,0,39611.0,42.0,1
Broadway Pantano East,0,31,4,0,39611.0,42.0,2
Campus Farm,1,33,4,0,31169.0,33.0,1
Thunderbird Heights/Wilmot Desert Esta,1,71,4,0,47922.0,66.0,2
Harlan Heights,1,30,4,0,38410.0,43.0,2
Naylor,1,28,3,0,28934.0,25.0,2
Wakefield,1,35,4,0,31896.0,29.0,2
Campus Farm,1,33,4,0,31169.0,33.0,1
Campus Farm,1,33,4,0,31169.0,33.0,1
Campus Farm,1,33,4,0,31169.0,33.0,2
Mountain View,1,62,4,0,37688.0,37.0,2
Amphi,1,24,2,0,20213.0,20.0,2
Campus Farm,1,36,4,0,31169.0,33.0,2
Fairgrounds,1,15,4,0,22203.0,21.0,1
Campus Farm,1,36,4,0,31169.0,33.0,2
Garden District,0,42,4,0,33611.0,31.0,2
Vista Del Monte,1,26,5,0,43715.0,45.0,2
Myers,1,56,5,0,27017.0,25.0,2
Myers,1,56,5,0,27017.0,25.0,2
Roberts,1,29,4,0,25171.0,25.0,1
Garden District,0,42,4,0,33611.0,31.0,2
Broadway/Northeast,1,26,4,0,61502.0,98.0,1
Corbett,1,34,5,0,36153.0,34.0,2
Corbett,1,34,5,0,36153.0,34.0,2
Corbett,1,34,5,0,36153.0,34.0,2
Corbett,1,34,5,0,36153.0,34.0,2
Corbett,1,34,5,0,36153.0,34.0,2
Corbett,1,34,0,0,36153.0,34.0,1
Keeling,1,22,5,0,22395.0,20.0,1
Keeling,1,22,5,0,22395.0,20.0,1
Keeling,1,22,5,0,22395.0,20.0,1
Broadway/Northeast,1,26,4,0,61502.0,98.0,1
Broadway/Northeast,0,26,4,0,61502.0,98.0,1
Naylor,1,56,5,0,28934.0,25.0,2
Naylor,1,56,5,0,28934.0,25.0,1
Corbett,1,20,5,0,36153.0,34.0,1
Corbett,1,20,5,0,36153.0,34.0,2
Corbett,1,20,5,0,36153.0,34.0,2
Corbett,1,20,5,0,36153.0,34.0,1
Corbett,1,20,5,0,36153.0,34.0,1
Corbett,1,20,5,0,36153.0,34.0,1
Corbett,1,20,5,0,36153.0,34.0,1
Broadway/Northeast,0,27,4,0,61502.0,98.0,2
Mortimore,0,19,6,0,51271.0,44.0,2
Mortimore,0,19,6,0,51271.0,44.0,2
Mortimore,0,19,6,0,51271.0,44.0,2
Bravo Park Lane,1,37,1,0,35285.0,31.0,2
Bravo Park Lane,1,37,1,0,35285.0,31.0,2
Bravo Park Lane,1,37,1,0,35285.0,31.0,2
Bravo Park Lane,1,37,1,0,35285.0,31.0,2
Bravo Park Lane,1,37,1,0,35285.0,31.0,2
Sunnyside,1,34,2,0,33040.0,32.0,1
Sunnyside,1,34,2,0,33040.0,32.0,1
Sunnyside,1,34,2,0,33040.0,32.0,1
Corbett,1,20,5,0,36153.0,34.0,1
Sugar Hill,0,43,2,0,35709.0,33.0,2
Sugar Hill,1,61,2,0,35709.0,33.0,2
El Gheko,1,26,2,0,58044.0,94.0,2
Broadway Pantano East,0,16,1,0,39611.0,42.0,1
Amphi,1,56,2,0,20213.0,20.0,2
Cherry Avenue,1,34,3,0,40610.0,40.0,2
Armory Park,1,34,4,0,36870.0,48.0,2
Wakefield,1,28,3,0,31896.0,29.0,2
Wakefield,1,28,3,0,31896.0,29.0,2
Wakefield,1,28,3,0,31896.0,29.0,1
Miracle Manor,1,34,4,0,24176.0,21.0,2
Campus Farm,1,32,4,0,31169.0,33.0,2
Menlo Park,1,64,4,0,30689.0,30.0,1
Menlo Park,1,64,4,0,30689.0,30.0,1
Las Vistas,1,40,4,0,32250.0,29.0,2
Las Vistas,1,40,4,0,32250.0,29.0,1
Las Vistas,1,40,4,0,32250.0,29.0,2
Las Vistas,1,40,4,0,32250.0,29.0,2
Armory Park,1,27,4,0,36870.0,48.0,2
Las Vistas,1,30,3,0,32250.0,29.0,1
Armory Park,1,27,4,0,36870.0,48.0,2
Armory Park,1,27,4,0,36870.0,48.0,2
Armory Park,1,27,4,0,36870.0,48.0,2
Armory Park,1,27,4,0,36870.0,48.0,2
Armory Park,1,27,4,0,36870.0,48.0,2
Armory Park,1,27,4,0,36870.0,48.0,2
Copper Vista,1,26,3,0,25829.0,25.0,2
Copper Vista,1,26,3,0,25829.0,25.0,5
Copper Vista,1,26,3,0,25829.0,25.0,2
Copper Vista,1,26,3,0,25829.0,25.0,1
Copper Vista,1,26,3,0,25829.0,25.0,2
Armory Park,1,27,4,0,36870.0,48.0,2
Cherry Avenue,1,26,4,0,40610.0,40.0,1
Cherry Avenue,1,26,4,0,40610.0,40.0,1
Midvale Park,1,  ,4,0,42660.0,39.0,1
Cherry Avenue,1,26,4,0,40610.0,40.0,2
Cherry Avenue,1,26,4,0,40610.0,40.0,2
Cherry Avenue,1,26,4,0,40610.0,40.0,2
Cherry Avenue,1,26,4,0,40610.0,40.0,2
Armory Park,1,64,4,0,36870.0,48.0,2
Mountain View,1,20,4,0,37688.0,37.0,2
Cherry Avenue,1,26,4,0,40610.0,40.0,2
Sunnyside,1,33,4,0,33040.0,32.0,2
Sunnyside,1,33,4,0,33040.0,32.0,1
Flowing Wells,0,13,4,0,30668.0,35.0,3
Palo Verde,1,23,4,0,33659.0,38.0,2
Palo Verde,1,23,4,0,33659.0,38.0,2
Broadway Pantano East,0,54,4,0,39611.0,42.0,2
Broadway Pantano East,0,54,4,0,39611.0,42.0,2
Palo Verde,1,57,4,0,33659.0,38.0,2
Palo Verde,1,57,4,0,33659.0,38.0,2
Palo Verde,1,57,4,0,33659.0,38.0,2
Palo Verde,1,57,4,0,33659.0,38.0,2
Blenman-Elm,1,23,4,0,57765.0,66.0,1
Blenman-Elm,1,23,4,0,57765.0,66.0,1
Blenman-Elm,1,23,4,0,57765.0,66.0,1
Blenman-Elm,1,23,4,0,57765.0,66.0,1
Mountain View,1,20,4,0,37688.0,37.0,2
Blenman-Elm,1,23,4,0,57765.0,66.0,1
Blenman-Elm,1,23,4,0,57765.0,66.0,2
Stella Mann,1,16,4,0,41429.0,35.0,2
Stella Mann,1,16,4,0,41429.0,35.0,2
Santa Rita Park - West Ochoa,1,21,4,0,35631.0,30.0,2
Blenman-Elm,1,23,4,0,57765.0,66.0,2
Santa Rita Park - West Ochoa,1,70,4,0,35631.0,30.0,2
Santa Rita Park - West Ochoa,1,39,4,0,35631.0,30.0,2
Santa Rita Park - West Ochoa,1,70,4,0,35631.0,30.0,2
Blenman-Elm,1,66,4,0,57765.0,66.0,2
Santa Cruz Southwest,0,  ,4,0,36534.0,43.0,2
Fairgrounds,0,33,4,0,22203.0,21.0,2
Fairgrounds,0,33,4,0,22203.0,21.0,2
Jefferson Park,1,59,4,0,37877.0,39.0,2
Broadway/Northeast,1,50,4,0,61502.0,98.0,1
Jefferson Park,1,59,4,0,37877.0,39.0,2
Cherry Avenue,1,17,4,0,40610.0,40.0,2
Cherry Avenue,1,12,4,0,40610.0,40.0,2
Cherry Avenue,1,16,4,0,40610.0,40.0,2
Arcadia Rose,1,49,4,0,29991.0,39.0,2
Jefferson Park,1,43,3,0,37877.0,39.0,1
Jefferson Park,1,43,3,0,37877.0,39.0,1
Jefferson Park,1,43,3,0,37877.0,39.0,1
Arcadia Rose,1,49,4,0,29991.0,39.0,2
Miracle Manor,1,39,4,0,24176.0,21.0,2
Miracle Manor,1,39,4,0,24176.0,21.0,2
Miracle Manor,1,39,4,0,24176.0,21.0,0
Miracle Manor,1,39,4,0,24176.0,21.0,4
Hedrick Acres,0,40,4,0,27684.0,24.0,2
Corbett,0,30,4,0,36153.0,34.0,2
Naylor,0,35,6,0,28934.0,25.0,2
Naylor,0,35,6,0,28934.0,25.0,2
Naylor,0,35,6,0,28934.0,25.0,2
Naylor,0,35,6,0,28934.0,25.0,2
Balboa Heights,1,36,2,0,16547.0,16.0,2
Balboa Heights,1,36,2,0,16547.0,16.0,2
West University,0,53,1,0,25427.0,30.0,2
Peter Howell,0,32,0,0,63943.0,76.0,2
Peter Howell,0,32,0,0,63943.0,76.0,2
Peter Howell,0,32,0,0,63943.0,76.0,2
Peter Howell,0,32,0,0,63943.0,76.0,2
Peter Howell,0,32,0,0,63943.0,76.0,2
Peter Howell,0,32,0,0,63943.0,76.0,2
Peter Howell,0,32,0,0,63943.0,76.0,2
Sugar Hill,1,60,1,0,35709.0,33.0,1
Sugar Hill,1,60,1,0,35709.0,33.0,1
Sugar Hill,1,60,1,0,35709.0,33.0,2
Sugar Hill,1,60,1,0,35709.0,33.0,2
Sugar Hill,1,60,1,0,35709.0,33.0,2
Sugar Hill,1,60,1,0,35709.0,33.0,2
Sugar Hill,1,60,1,0,35709.0,33.0,2
Sugar Hill,1,60,1,0,35709.0,33.0,2
Sugar Hill,1,60,1,0,35709.0,33.0,1
Roberts,0,42,1,0,25171.0,25.0,2
Roberts,0,42,1,0,25171.0,25.0,2
Roberts,0,42,1,0,25171.0,25.0,1
Roberts,0,42,1,0,25171.0,25.0,1
Roberts,0,42,1,0,25171.0,25.0,1
Hedrick Acres,0,40,4,0,27684.0,24.0,2
Santa Rita Park - West Ochoa,1,24,2,0,35631.0,30.0,2
Santa Rita Park - West Ochoa,1,24,2,0,35631.0,30.0,2
Amphi,1,20,2,0,20213.0,20.0,1
Amphi,1,20,2,0,20213.0,20.0,1
Palo Verde,0,33,6,0,33659.0,38.0,2
Fairgrounds,1,25,1,0,22203.0,21.0,2
Fairgrounds,1,25,1,0,22203.0,21.0,2
Balboa Heights,1,22,2,0,16547.0,16.0,1
Balboa Heights,1,22,2,0,16547.0,16.0,1
Fairgrounds,1,25,1,0,22203.0,21.0,2
Balboa Heights,1,22,2,0,16547.0,16.0,1
Armory Park,1,33,2,0,36870.0,48.0,2
Amphi,1,20,2,0,20213.0,20.0,2
Armory Park,1,33,2,0,36870.0,48.0,2
Amphi,1,20,2,0,20213.0,20.0,2
Palo Verde,1,19,1,0,33659.0,38.0,2
Palo Verde,1,19,1,0,33659.0,38.0,2
Amphi,1,20,2,0,20213.0,20.0,2
Coronado Heights,1,40,2,0,15586.0,15.0,1
Keeling,1,28,1,0,22395.0,20.0,2
Coronado Heights,1,40,2,0,15586.0,15.0,1
Peter Howell,0,54,0,0,63943.0,76.0,2
Midvale Park,1,34,1,0,42660.0,39.0,2
Midvale Park,1,34,1,0,42660.0,39.0,2
Midvale Park,1,34,1,0,42660.0,39.0,2
Midvale Park,1,34,1,0,42660.0,39.0,2
Midvale Park,1,34,1,0,42660.0,39.0,2
Barrio Santa Rosa,1,22,2,0,35802.0,33.0,2
Coronado Heights,1,31,1,0,15586.0,15.0,2
Sunnyside,1,39,2,0,33040.0,32.0,2
Barrio San Antonio,1,33,6,0,54409.0,68.0,2
Barrio San Antonio,1,33,6,0,54409.0,68.0,1
Barrio San Antonio,1,33,6,0,54409.0,68.0,2
Amphi,1,24,6,0,20213.0,20.0,1
Amphi,1,24,6,0,20213.0,20.0,1
Broadway Pantano East,1,49,6,0,39611.0,42.0,1
Broadway Pantano East,1,49,6,0,39611.0,42.0,1
Broadway Pantano East,1,49,6,0,39611.0,42.0,1
Midvale Park,1,34,1,0,42660.0,39.0,2
